(0,0,0)
(1.87641,1.51062)
(3.57418,1.52021)
(5.27185,1.5298)
(6.96962,1.5394)
(8.6673,1.54899)
(10.365,1.55858)
(12.0627,1.56817)
(13.7604,1.57776)
(1.88145,-1.4894)
(3.58373,-1.47978)
(5.286,-1.47006)
(6.98827,-1.46045)
(8.69054,-1.45083)
(10.3928,-1.44121)
(12.0951,-1.4316)
(13.7974,-1.42198)
(10.3849,-10.4418)
(8.68619,-10.4513)
(6.98761,-10.4608)
(1.29453,1.48694)
(1.30131,-1.48307)
